연도,월,시도명,시군구명,읍면동명,동리명,측정소명,수심,수온,수소이온농도,용존산소,생화학적산소요구량,화학적산소요구량,부유물질,총질소,총인 
2021,12,전라북도,김제시,죽산면,죽산리,원평천2,,6.8,8,11.8,3.6,10.4,37.6,4.796,0.148
2021,12,전라북도,정읍시,공평동,,정읍천3,,7.8,8.3,12.3,1.3,4.6,10.6,3.05,0.037
2021,12,전라북도,정읍시,송산동,,정읍천1,,8.9,8.2,11.7,1.1,4.3,3.9,0.562,0.009
2021,12,전라북도,정읍시,연지동,,정읍천2,,8.9,8.1,12,1.2,4.7,7.6,2.542,0.021
2021,12,전라북도,정읍시,연지동,,천원천,,7.9,7.8,12.8,2.9,7.6,12.7,4.034,0.076
2021,12,전라북도,정읍시,이평면,하송리,정읍천4,,7.5,8,12,1.6,4.2,11.4,3.398,0.046
2021,12,전라북도,김제시,백구면,마산리,마산천(김제),,5.9,7.7,12.4,6,10,32,9.908,0.189
2021,12,전라북도,완주군,삼례읍,,삼례,,12,8.2,10,0.9,8.2,2.4,8.817,0.053
2021,12,전라북도,익산시,춘포면,인수리,익산천-1,,9.3,8.4,13.8,0.9,4.2,5.9,4.16,0.075
2021,12,전라북도,익산시,춘포면,인수리,익산천-1.1,,9.3,8.4,13.3,1.1,4.6,7.2,4.461,0.071
2021,12,전라북도,군산시,대야면,광교리,탑천,,7.4,7.8,11.4,3.3,8.9,30.3,4.899,0.137
2021,12,전라북도,김제시,공덕면,동계리,용암천,,8.5,7.9,12.2,2.2,7,8.6,6.385,0.067
2021,12,전라북도,김제시,백구면,백구리,김제,,4.9,7.3,12.3,4.6,10.9,15,11.475,0.196
2021,12,전라북도,전주시완산구,평화동1가,,삼천1,,7.1,8,11.7,1.2,3.7,3,3.299,0.047
2021,12,전라북도,전주시완산구,효자동1가,,삼천1-1,,9.3,8.1,12.9,0.8,2.4,1.2,3.373,0.025
2021,12,전라북도,전주시완산구,효자동1가,,삼천2,,7.9,8.1,13.3,1.2,3.7,2.1,3.383,0.041
2021,12,전라북도,완주군,소양면,황운리,소양천1,,8.6,8.1,12.4,0.7,1.7,0.7,3.815,0.021
2021,12,전라북도,완주군,용진읍,상삼리,소양천2,,7.2,8.1,12.1,0.9,2.3,1.1,4.731,0.031
2021,12,전라북도,익산시,춘포면,용연리,익산천,,9.6,8.1,12.4,1.3,4.4,10.1,4.058,0.07
2021,12,전라북도,전주시덕진구,고랑동,,전주천6,,13.7,7.6,10.7,2.9,9.9,9.6,9.597,0.075
2021,12,전라북도,전주시덕진구,전미동1가,,전주,,7.1,7.9,13.7,1.3,3.8,4.5,2.702,0.088
2021,12,전라북도,전주시완산구,대성동,,전주천1,,10.1,7.9,12.7,0.6,1.6,0.5,2.938,0.009
2021,12,전라북도,완주군,고산면,성재리,고산,,9.8,8.5,11.3,0.2,2.6,0.5,1.891,0.007
2021,12,전라북도,무주군,무주읍,대차리,무주남대천-1,,6.1,8.5,13.5,0.6,2.1,0.8,2.034,0.004
2021,12,전라북도,무주군,무주읍,읍내리,무주남대천,,5,8.4,13.1,0.3,2.3,0.7,2.084,0
2021,12,전라북도,무주군,무주읍,읍내리,무주남대천-2,,3.8,8.4,15.2,0.7,2.6,0.8,2.03,0.007
2021,12,전라북도,부안군,상서면,청림리,백천내,,10.8,6.6,10.2,0.7,1.2,0.4,3.097,0.005
2021,12,전라북도,무주군,안성면,진도리,구량천,,2.6,8.1,14.5,0.4,2.4,0.4,2.779,0.009
2021,12,전라북도,진안군,정천면,월평리,정자천,,4.6,8,12.5,0.4,1.9,0.6,2.542,0.006
2021,12,전라북도,진안군,진안읍,운산리,진안천,,4.6,7.4,12.6,1.8,2.8,1.2,2.346,0.033
2021,12,전라북도,진안군,진안읍,가막리,가막,,4,8.2,14.3,0.6,2.5,1,3.188,0.011
2021,12,전라북도,무주군,무주읍,용포리,용포,,8.9,8.4,11.2,0.3,3.7,0.6,1.222,0.004
2021,12,전라북도,진안군,용담면,송풍리,용담,,8.8,7.7,10.9,0.5,3.8,0.9,1.249,0.008
2021,12,전라북도,남원시,운봉읍,,람천1,,3.1,8.8,12.8,0.4,2.5,0.4,1.803,0.01
2021,12,전라북도,남원시,운봉읍,,람천2,,3.8,8.4,13.4,0.5,3.4,1.1,3.422,0.019
2021,12,전라북도,임실군,관촌면,방수리,관촌,,4.8,7.5,12.9,0.9,1.9,1.1,2.095,0.011
2021,12,전라북도,임실군,운암면,학암리,운암,,8,8,12.3,1.1,2.9,2.5,2.486,0.02
2021,12,전라북도,정읍시,산내면,매죽리,추령천,,7.4,7.3,13.1,1.2,2.1,1.3,3.095,0.007
2021,12,전라북도,임실군,강진면,용수리,임실,,9.5,7.4,11.2,0.9,3.7,2.2,1.472,0.008
2021,12,전라북도,순창군,동계면,구미리,동계,,5.9,8.3,12.6,1.2,3.3,0.3,1.393,0.008
2021,12,전라북도,순창군,구림면,안정리,치천,,5.5,7.9,13.8,0.6,2.4,0.4,2.262,0.009
2021,12,전라북도,남원시,대강면,풍산리,수홍천,,6.3,7.7,13.3,0.5,1.9,0.8,2.748,0.015
2021,12,전라북도,순창군,유등면,유촌리,옥택천,,5.8,7.6,14.4,0.6,2.2,1.1,1.962,0.019
2021,12,전라북도,순창군,적성면,고원리,적성,,5.6,8.6,12.7,1,3.8,2.9,1.788,0.018
2021,12,전라북도,남원시,대강면,월탄리,대강,,6.3,7.8,13.5,1.1,3.3,2.6,1.814,0.016
2021,12,전라북도,장수군,산서면,사상리,오수천-1,,7.2,7.3,13.2,0.6,2.3,2.4,2.483,0.029
2021,12,전라북도,남원시,덕과면,사율리,율천,,6.8,7.2,13.8,0.7,3.2,3.5,2.047,0.064
2021,12,전라북도,남원시,사매면,서도리,월평천(계수천),,7,7.1,14.3,0.9,2.9,1.4,3.455,0.049
2021,12,전라북도,순창군,동계면,서호리,오수천,,6.1,8.2,14.6,1.5,2.9,2.2,2.154,0.016
2021,12,전라북도,임실군,삼계면,후천리,후곡천,,5.8,7.5,13.8,0.6,2.6,0.7,2.254,0.024
2021,12,전라북도,남원시,산동면,월석리,요천A,,6.2,7.5,12.7,1,2.2,2.4,2.339,0.007
2021,12,전라북도,남원시,금지면,창산리,요천,,8.5,8.2,11.9,1.8,3.6,8,2.545,0.02
2021,12,전라북도,남원시,송동면,세전리,요천-1,,6.4,8.3,14,1.4,2.9,3.1,3.16,0.019
2021,12,전라북도,고창군,부안면,용산리,주진천-1,,7,8.1,12.8,1.3,6.3,7,4.054,0.043
2021,12,전라북도,고창군,아산면,구암리,주진천,,6.6,8.2,12.1,1.3,5.9,7.7,3.772,0.038
2021,12,전라북도,정읍시,영파동,,C정읍천,,9.9,7.5,11.1,1.5,6.1,2.5,4.562,0.062
2021,12,전라북도,완주군,삼례읍,석전리,C석탑천,,8.3,8.2,12.2,0.9,3.7,1.6,4.454,0.035
2021,12,전라북도,익산시,금강동,,C목천포천,,14.2,7.4,7.8,2.7,9,11,6.924,0.051
2021,12,전라북도,익산시,춘포면,오산리,C석암천,,12.2,7.7,5.7,2.5,7.3,6.7,5.131,0.15
2021,12,전라북도,군산시,비응도동,,C비응도동수로,,10.2,8.3,11.4,3.5,19.2,15,6.816,0.611
2021,12,전라북도,군산시,소룡동,,C소룡동수로,,6,8.5,12.2,2.9,11.3,3.3,5.729,0.198
2021,12,전라북도,전주시덕진구,팔복동4가,,C팔복동수로,,15,8,7.3,16.9,11.3,22.6,0.938,0.251
2021,12,전라북도,전주시완산구,서신동,,전주천3,,8.8,8.2,13.5,0.7,2.3,1.3,2.91,0.046
2021,12,전라북도,전주시덕진구,덕진동2가,,전주천4,,8,8.3,13.6,1,3,2.9,2.838,0.037
2021,12,전라북도,전주시덕진구,팔복동3가,,전주천5,,7.6,8,12.3,1.1,3.2,2.5,2.951,0.047
2021,12,전라북도,전주시완산구,다가동1가,,전주천2-1,,8.3,8.2,13.4,0.7,2.2,1.5,2.869,0.021
2021,12,전라북도,전주시완산구,동서학동,,전주천2,,9,8.1,13.1,0.5,2.1,0.9,2.91,0.008
2022,1,전라북도,익산시,성당면,부곡리,산북천,,4.8,7.6,13.8,8.1,10.8,34.4,13.026,1.147
2022,1,전라북도,익산시,망성면,무형리,마산천,,2.4,8,13.4,1.8,3.8,5.6,5.977,0.259
2022,1,전라북도,부안군,동진면,하장리,고부천2,,2,8.3,13.8,1.6,8.7,12,6.024,0.137
2022,1,전라북도,부안군,동진면,하장리,고부천3,,3.9,7.7,15.7,2.4,6.9,21.9,5.875,0.134
2022,1,전라북도,정읍시,영원면,앵성리,고부천1,,2.5,8.3,13.8,1.9,9.3,39.3,6.105,0.11
2022,1,전라북도,김제시,부량면,옥정리,동진강3,,3.6,8.1,13.9,1.1,4.9,9.2,3.499,0.05
2022,1,전라북도,정읍시,신태인읍,,동진강2,,3,8,13.5,1,4,2.3,2.059,0.021
2022,1,전라북도,정읍시,신태인읍,구석리,용호천,,1.9,8.3,12.9,2.8,7.2,10.9,4.567,0.048
2022,1,전라북도,정읍시,옹동면,산성리,동진강1,,3.4,7.9,13.5,1,2.6,0.6,1.569,0.015
2022,1,전라북도,김제시,성덕면,남포리,신평천,,4.3,9.3,17.8,4.5,10.6,9.3,6.408,0.041
2022,1,전라북도,김제시,죽산면,대창리,원평천3,,4.7,8.2,19.2,4.9,9.7,30.8,5.924,0.1
2022,1,전라북도,김제시,봉남면,용신리,원평천1,,0.7,8.1,13.4,1,5.1,2.3,5.621,0.036
2022,1,전라북도,김제시,죽산면,죽산리,원평천2,,4,8.4,14.4,2,7,22.9,5.303,0.078
2022,1,전라북도,정읍시,공평동,,정읍천3,,3.3,8.2,13,1.4,3.8,3.4,3.099,0.022
2022,1,전라북도,정읍시,송산동,,정읍천1,,2.5,8.1,13.5,0.5,1.9,0.7,2.42,0.013
2022,1,전라북도,정읍시,연지동,,정읍천2,,3.4,8.1,13.5,1.3,3.4,1.3,4.145,0.016
2022,1,전라북도,정읍시,이평면,하송리,정읍천4,,6.2,7.4,13.9,2,8.4,8.8,8.457,0.055
2022,1,전라북도,정읍시,하모동,,천원천,,2,8.2,13.6,1,4.3,6.2,3.207,0.021
2022,1,전라북도,김제시,백구면,마산리,마산천,,2.4,8.3,13.1,4.6,7.6,29.3,9.279,0.176
2022,1,전라북도,완주군,삼례읍,,삼례,,6.9,7.3,11.7,1.9,8.6,5.4,14.19,0.064
2022,1,전라북도,익산시,춘포면,인수리,익산천1,,0.4,7.5,14.7,1.5,4.1,8.8,5.16,0.1
2022,1,전라북도,익산시,춘포면,인수리,익산천2,,0.8,7.5,14.6,1.6,4.7,6.3,5.884,0.112
2022,1,전라북도,군산시,대야면,광교리,탑천,,3.7,8.2,14.2,1.8,6.5,9.3,5.074,0.116
2022,1,전라북도,김제시,백구면,백구리,김제,,5.5,8.1,13,2.5,8.9,9.8,11.17,0.091
2022,1,전라북도,김제시,백구면,월봉리,용암천,,1,8.1,13.1,5.1,13.1,24.3,18.408,0.283
2022,1,전라북도,전주시완산구,서신동,,삼천3,,2.4,8.1,13.1,0.9,3.5,2.2,3.191,0.045
2022,1,전라북도,전주시완산구,평화동3가,,삼천1,,4.8,8.1,13,0.4,3.5,1.4,3.404,0.024
2022,1,전라북도,전주시완산구,효자동2가,,삼천2,,3.1,8.3,13.6,0.8,2.7,2.5,3.825,0.068
2022,1,전라북도,완주군,소양면,황운리,소양천1,,3.7,8.1,12.6,0.9,2.1,0.5,3.111,0.007
2022,1,전라북도,완주군,용진읍,상운리,소양천2,,4,8.1,13.1,1.3,2.8,1.5,5.574,0.037
2022,1,전라북도,익산시,춘포면,용연리,익산천3,,0.9,7.6,13.8,1.6,4.3,6.7,5.376,0.089
2022,1,전라북도,전주시덕진구,고랑동,,전주천7,,12.7,7.5,10.9,1.9,13.1,5.1,19.297,0.076
2022,1,전라북도,전주시덕진구,전미동1가,,전주,,3.7,8.1,14.3,2.5,5.3,5.6,2.781,0.278
2022,1,전라북도,전주시완산구,대성동,,전주천1,,4.1,8.3,13.7,0.3,1.1,0.5,2.713,0.012
2022,1,전라북도,완주군,고산면,성재리,고산,,2,8.2,14.4,0.5,2.3,0.2,2.005,0.005
2022,1,전라북도,무주군,무주읍,대차리,무주남대천2,,1.9,8.3,13.9,0.6,1.9,0.7,2.957,0.011
2022,1,전라북도,무주군,무주읍,읍내리,무주남대천1,,1.9,8.3,13.9,0.6,1.9,0.7,2.957,0.011
2022,1,전라북도,무주군,무주읍,읍내리,무주남대천3,,2.5,8.3,14,0.9,3.2,0.8,2.988,0.011
2022,1,전라북도,부안군,상서면,청림리,백천내,,4.7,6.9,11.7,0.6,1.4,0.3,2.069,0.004
2022,1,전라북도,무주군,안성면,진도리,구량천,,0.9,7.7,14.9,0.8,2.8,1.3,3.143,0.009
2022,1,전라북도,진안군,정천면,월평리,정자천,,1.7,8.5,14.3,0.3,2.2,0.5,2.324,0.004
2022,1,전라북도,진안군,진안읍,운산리,진안천,,3.6,7.8,13.5,1.5,3.2,1.2,3.741,0.045
2022,1,전라북도,진안군,진안읍,가막리,가막,,2,8.3,14.7,0.6,2.9,1.4,4.181,0.008
2022,1,전라북도,무주군,무주읍,용포리,용포,,4.5,8.3,13.4,0.5,2.7,0.7,1.225,0
2022,1,전라북도,진안군,용담면,송풍리,용담,,4.7,8.4,12.6,0.2,3.2,0.9,1.172,0.007
2022,1,전라북도,남원시,운봉읍,,람천2,,2.4,8.4,13.5,0.5,2.6,1,2.66,0.008
2022,1,전라북도,남원시,인월면,중군리,람천1,,3.1,8.4,13.9,0.9,3.3,2.3,3.784,0.019
2022,1,전라북도,임실군,관촌면,방수리,관촌,,2.4,7.1,13.9,1.2,2.4,3.2,2.187,0.011
2022,1,전라북도,임실군,운암면,학암리,운암,,1.3,7.8,14,0.6,2,0.8,2.793,0.014
2022,1,전라북도,정읍시,산내면,매죽리,추령천,,3.2,7.2,13.7,1.2,2.4,2.8,2.821,0.01
2022,1,전라북도,임실군,강진면,용수리,임실,,5.5,7.1,12.7,1.5,3.4,2.3,1.27,0.008
2022,1,전라북도,순창군,동계면,구미리,동계,,3.2,8.4,13.6,0.7,3.7,0.3,1.264,0.006
2022,1,전라북도,순창군,구림면,안정리,치천,,1.5,6.9,14.4,1.2,2.7,0.6,2.112,0.005
2022,1,전라북도,남원시,대강면,풍산리,수홍천,,2.9,7.1,13.5,0.9,2.2,0.6,2.974,0.011
2022,1,전라북도,순창군,유등면,유촌리,옥택천,,2.2,6.9,14.1,1,2.6,3,2.277,0.021
2022,1,전라북도,순창군,적성면,고원리,적성,,2.5,8.4,14.1,0.7,3.5,1.7,1.709,0.015
2022,1,전라북도,남원시,금지면,귀석리,남원,,2.8,8.3,13.4,0.6,3.5,25.4,1.524,0.006
2022,1,전라북도,남원시,대강면,월탄리,대강,,3.6,7.9,14.8,2.3,3.7,2.5,1.646,0.013
2022,1,전라북도,장수군,산서면,사상리,오수천1,,4,7.8,14.9,0.8,2.3,1.8,2.535,0.023
2022,1,전라북도,남원시,덕과면,사율리,율천,,4.9,7.7,14.5,0.9,3.2,2.7,2.15,0.059
2022,1,전라북도,남원시,사매면,서도리,월평천,,4.6,7.7,15,1,3.1,0.9,3.503,0.035
2022,1,전라북도,순창군,동계면,서호리,오수천2,,3.8,8.2,15.4,1.6,2.8,2.4,2.386,0.017
2022,1,전라북도,임실군,삼계면,후천리,후곡천,,3,7.8,15.6,1.3,3.1,0.8,1.661,0.013
2022,1,전라북도,남원시,산동면,월석리,요천1,,3.7,7.8,13.8,1.1,2.1,4.8,2.337,0.012
2022,1,전라북도,남원시,금지면,창산리,요천2,,3.3,7.9,13.6,0.7,3.3,1.6,4.941,0.01
2022,1,전라북도,남원시,송동면,세전리,요천3,,3.7,8.1,14.8,1.8,3.4,3.6,4.735,0.023
2022,1,전라북도,고창군,아산면,구암리,주진천1,,2.7,7.3,13.9,0.8,3.8,3,6.448,0.043
2022,1,전라북도,고창군,아산면,반암리,주진천2,,2.8,6.9,15,0.8,3.5,4.1,5.668,0.019
2022,2,전라북도,익산시,성당면,부곡리,산북천,,5.8,8,15.7,6.4,11.3,38.1,10.039,0.937
2022,2,전라북도,익산시,망성면,무형리,마산천,,4.8,8.5,13.1,1.6,3.7,3.9,5.116,0.382
2022,2,전라북도,부안군,동진면,하장리,고부천2,,2.2,8,12.3,3.5,7.4,30.4,6.086,0.176
2022,2,전라북도,부안군,동진면,하장리,고부천3,,3.5,8.2,15.3,4,8.7,34.8,4.154,0.118
2022,2,전라북도,정읍시,영원면,앵성리,고부천1,,3.1,8.1,12.1,3.5,6.7,25.2,5.9,0.158
2022,2,전라북도,김제시,부량면,옥정리,동진강3,,3.2,7.8,14,3.5,7.7,8.9,5.264,0.13
2022,2,전라북도,정읍시,신태인읍,,동진강2,,2.8,7.9,12.8,1.1,4.4,16.2,2.715,0.063
2022,2,전라북도,정읍시,신태인읍,구석리,용호천,,1.3,8.1,12.6,2.2,6.4,14,5.15,0.168
2022,2,전라북도,정읍시,옹동면,산성리,동진강1,,2.9,8.1,13.7,1.2,3.2,0.3,1.644,0.014
2022,2,전라북도,김제시,성덕면,남포리,신평천,,4.7,9.3,15.1,5.5,13.1,18,5.71,0.061
2022,2,전라북도,김제시,죽산면,대창리,원평천3,,4.4,8.8,20.5,5.7,13.2,38.6,5.281,0.11
2022,2,전라북도,김제시,봉남면,용신리,원평천1,,2.9,7.9,14.5,1.9,7.5,12.5,6.186,0.047
2022,2,전라북도,김제시,죽산면,죽산리,원평천2,,4.5,8.5,13.2,3.5,10.5,49,5.653,0.109
2022,2,전라북도,정읍시,공평동,,정읍천3,,3.5,8.1,11.6,2.2,3.7,6,3.092,0.03
2022,2,전라북도,정읍시,송산동,,정읍천1,,4.4,8,12.7,0.3,1.8,1,1.944,0.012
2022,2,전라북도,정읍시,연지동,,정읍천2,,6.6,8.1,13.4,1.8,4.8,3.9,3.93,0.022
2022,2,전라북도,정읍시,이평면,하송리,정읍천4,,4.6,7.7,13.6,3.5,9.7,20.5,7.623,0.077
2022,2,전라북도,정읍시,하모동,,천원천,,2.9,8,12.7,2.1,3.9,4.8,3.019,0.026
2022,2,전라북도,김제시,백구면,마산리,마산천,,1.1,8.4,13.9,3.3,5.7,17.2,8.431,0.161
2022,2,전라북도,완주군,삼례읍,,삼례,,5.7,7.9,12.7,2.4,11,7.4,12.42,0.052
2022,2,전라북도,익산시,춘포면,인수리,익산천1,,0.3,8.1,15.3,1.7,4.1,9.1,4.861,0.11
2022,2,전라북도,익산시,춘포면,인수리,익산천2,,1.1,8,14.5,1.7,4.5,8.7,4.945,0.116
2022,2,전라북도,군산시,대야면,광교리,탑천,,3.9,8,12.9,2.3,7.4,15,5.452,0.113
2022,2,전라북도,김제시,백구면,백구리,김제,,4.6,8,13.4,4.4,10.9,12.3,14.314,0.099
2022,2,전라북도,김제시,백구면,월봉리,용암천,,1.5,8.3,13.7,5.6,11.1,29.2,16.393,0.193
2022,2,전라북도,전주시완산구,서신동,,삼천3,,3.1,7.7,12.3,2.7,3.7,2.8,2.916,0.103
2022,2,전라북도,전주시완산구,평화동3가,,삼천1,,6,7.2,12.9,2.2,2.4,2.7,3.241,0.041
2022,2,전라북도,전주시완산구,효자동2가,,삼천2,,3.1,7.3,12,2.6,3.9,7.3,3.485,0.097
2022,2,전라북도,완주군,소양면,황운리,소양천1,,2.9,8.1,12.9,0.2,1.5,1,2.102,0.007
2022,2,전라북도,완주군,용진읍,상운리,소양천2,,3.2,8,13.6,0.8,2.6,1.1,5.81,0.044
2022,2,전라북도,익산시,춘포면,용연리,익산천3,,1.1,8.1,14,1.9,4.7,6.4,4.516,0.088
2022,2,전라북도,전주시덕진구,고랑동,,전주천7,,11,7.5,10.6,3.9,15.1,6.9,20.626,0.082
2022,2,전라북도,전주시덕진구,전미동1가,,전주,,2.9,8.7,16.5,6.3,8.4,14.5,2.443,0.329
2022,2,전라북도,전주시완산구,대성동,,전주천1,,2.9,7.8,12.5,0.9,1.3,0.7,3.276,0.004
2022,2,전라북도,완주군,고산면,성재리,고산,,1.6,8.4,15,0.8,3,0.8,1.804,0.007
2022,2,전라북도,무주군,무주읍,대차리,무주남대천2,,4.8,8.2,14.4,1,3.5,0.8,3.342,0.012
2022,2,전라북도,무주군,무주읍,읍내리,무주남대천1,,3.6,8.4,13.8,0.8,3,1.2,3.171,0.003
2022,2,전라북도,무주군,무주읍,읍내리,무주남대천3,,2.3,7.6,14.4,1.5,3.6,1,2.986,0.017
2022,2,전라북도,부안군,상서면,청림리,백천내,,4.2,6.6,11.6,0.6,2.2,0.6,1.76,0.006
2022,2,전라북도,무주군,안성면,진도리,구량천,,1.5,7.9,14.7,1,3.1,1.3,3.019,0.006
2022,2,전라북도,진안군,정천면,월평리,정자천,,2.3,8.4,14.2,0.4,2,0.4,2.058,0.004
2022,2,전라북도,진안군,진안읍,운산리,진안천,,2.3,7.6,12.8,2.7,3.2,2.7,3.519,0.051
2022,2,전라북도,진안군,진안읍,가막리,가막,,3.4,8.2,13.5,0.9,3.3,1.4,4.332,0.009
2022,2,전라북도,무주군,무주읍,용포리,용포,,4,8.2,13.4,0.4,3,0.5,1.297,0.004
2022,2,전라북도,진안군,용담면,송풍리,용담,,3.9,8.1,13.1,0.3,3.2,1,1.145,0.006
2022,2,전라북도,남원시,운봉읍,,람천2,,4.3,9.1,13.8,1.3,2.9,2,2.725,0.009
2022,2,전라북도,남원시,인월면,중군리,람천1,,3.8,9.1,15.4,1.5,3.8,2.5,4.095,0.018
2022,2,전라북도,임실군,관촌면,방수리,관촌,,2.4,7.4,14.5,1.4,2.5,1.1,2.106,0.013
2022,2,전라북도,임실군,운암면,학암리,운암,,2.7,8.2,13.6,1.9,3.2,1.2,2.101,0.009
2022,2,전라북도,정읍시,산내면,매죽리,추령천,,3.3,7.3,13.7,1.4,2.7,4.3,3.36,0.011
2022,2,전라북도,임실군,강진면,용수리,임실,,4.8,7.3,13.5,2,3.2,1.4,1.34,0.01
2022,2,전라북도,순창군,동계면,구미리,동계,,5.1,8.3,12.6,0.9,4,1,1.333,0.004
2022,2,전라북도,순창군,구림면,안정리,치천,,2.2,7.3,12.1,0.8,2.4,1.3,2.177,0.011
2022,2,전라북도,남원시,대강면,풍산리,수홍천,,2.9,7.1,11.3,0.5,1.9,1,2.955,0.015
2022,2,전라북도,순창군,유등면,유촌리,옥택천,,4.1,7.1,12,0.7,2.6,2.1,2.249,0.02
2022,2,전라북도,순창군,적성면,고원리,적성,,3.2,8.3,13.2,1,3.7,0.6,1.581,0.009
2022,2,전라북도,남원시,금지면,귀석리,남원,,5.5,8,12.7,1.1,3.4,1.2,1.852,0.006
2022,2,전라북도,남원시,대강면,월탄리,대강,,3.3,7.1,14.6,2.4,3.6,1.6,1.694,0.016
2022,2,전라북도,장수군,산서면,사상리,오수천1,,5.2,7.5,14.3,0.8,2.2,3,2.482,0.027
2022,2,전라북도,남원시,덕과면,사율리,율천,,5.7,7.4,13.6,0.9,2.6,3.7,2.123,0.064
2022,2,전라북도,남원시,사매면,서도리,월평천,,6,7.4,14.5,2.3,4.5,2.4,3.429,0.047
2022,2,전라북도,순창군,동계면,서호리,오수천2,,4.7,7.8,15.6,1.8,3.1,3.5,2.283,0.021
2022,2,전라북도,임실군,삼계면,후천리,후곡천,,3.5,7.6,14.8,0.8,2.7,1,1.61,0.017
2022,2,전라북도,남원시,산동면,월석리,요천1,,3.1,6.4,14.8,1.8,3.3,18,2.449,0.017
2022,2,전라북도,남원시,금지면,창산리,요천2,,6.1,7.8,12.2,1.6,4.4,7,5.846,0.014
2022,2,전라북도,남원시,송동면,세전리,요천3,,5.3,7.8,14,2,4.1,3.4,5.791,0.031
2022,2,전라북도,고창군,아산면,구암리,주진천1,,3.1,8.2,14,2.3,5.8,9.2,7.529,0.041
2022,2,전라북도,고창군,아산면,반암리,주진천2,,3.1,8.4,14.1,2.1,6.1,7.3,6.722,0.079
2022,2,전라북도,정읍시,영파동,,C정읍천,,8.9,7.7,11.4,2.8,10.7,8,9.783,0.044
2022,2,전라북도,완주군,삼례읍,석전리,C석탑천,,3.4,8.1,13.8,1.7,4.4,2.6,5.153,0.052
2022,2,전라북도,익산시,금강동,,C목천포천,,10.2,7.2,9,5.3,10.4,15.2,16.856,0.042
2022,2,전라북도,익산시,춘포면,오산리,C석암천,,6,7.6,6.6,3.1,6.3,6.6,6.387,0.168
2022,2,전라북도,군산시,비응도동,,C비응도동수로,,4.5,8.2,12.9,12.4,23.7,16.3,8.66,0.506
2022,2,전라북도,군산시,소룡동,,C소룡동수로,,4.2,8.5,12.9,3.5,12.2,6.4,5.491,0.372
2022,2,전라북도,전주시덕진구,팔복동4가,,C팔복동수로,,8.2,7.6,6.9,18.8,17.2,10.2,4.352,0.77
2022,2,전라북도,전주시완산구,서신동,,전주천5,,2.6,7.6,12.8,2.7,3.4,1.7,3.424,0.099
2022,2,전라북도,전주시덕진구,덕진동2가,,전주천4,,3.4,7.8,12.1,2.7,3.3,3.1,4.115,0.096
2022,2,전라북도,전주시덕진구,팔복동3가,,전주천6,,4.3,7.4,12.1,2.7,4.6,12.3,2.439,0.056
2022,2,전라북도,전주시완산구,다가동1가,,전주천3,,3,7.8,12.5,2.2,3.4,2,3.62,0.062
2022,2,전라북도,전주시완산구,동서학동,,전주천2,,2.5,7.9,12.6,1.6,1.7,1.4,3.197,0.012
